,name,year,imdb,number_votes,age_rating,runtime,genres,directors,actors
33,This Is Us,(2016– ),8.7,85369,14,45,"Comedy, Drama, Romance",Milo Ventimiglia,"Mandy Moore, Sterling K. Brown, Chrissy Metz, none"
34,Sex Education,(2019– ),8.3,85102,16,45,"Comedy, Drama",Asa Butterfield,"Gillian Anderson, Ncuti Gatwa, Emma Mackey, none"
35,Lendas do Amanhã,(2016– ),6.8,84880,none,42,"Action, Adventure, Drama",Caity Lotz,"Brandon Routh, Amy Louise Pemberton, Dominic Purcell, none"
36,The Expanse,(2015– ),8.5,83344,14,60,"Drama, Mystery, Sci-Fi",Steven Strait,"Cas Anvar, Dominique Tipper, Wes Chatham, none"
37,The OA,(2016–2019),7.9,81180,16,60,"Drama, Fantasy, Mystery",Brit Marling,"Jason Isaacs, Scott Wilson, Alice Krige, none"
38,Making a Murderer,(2015– ),8.6,80430,none,60,"Documentary, Crime",Dolores Avery,"Steven Avery, Laura Nirider, Ken Kratz, none"
39,O Bom Lugar,(2016– ),8.1,79757,12,22,"Comedy, Drama, Fantasy",Kristen Bell,"William Jackson Harper, Jameela Jamil, D'Arcy Carden, none"
40,Legião,(2017–2019),8.3,77200,16,60,"Action, Drama, Sci-Fi",Dan Stevens,"Rachel Keller, Aubrey Plaza, Bill Irwin, none"
41,Segurança em Jogo,(2018– ),8.2,76784,16,60,"Crime, Drama, Thriller",Richard Madden,"Sophie Rundle, Vincent Franklin, Ash Tandon, none"
42,Star Trek: Discovery,(2017– ),7.4,75942,12,60,"Action, Adventure, Drama",Sonequa Martin-Green,"Doug Jones, Anthony Rapp, Mary Wiseman, none"
43,O Homem do Castelo Alto,(2015–2019),8.0,75257,18,60,"Drama, Sci-Fi, Thriller",Alexa Davalos,"Luke Kleintank, Rufus Sewell, Rupert Evans, none"
44,"Amor, Morte & Robôs",(2019– ),8.6,73852,18,15,"Animation, Short, Comedy",Scott Whyte,"Nolan North, Matthew Yang King, Michael Benyaer, none"
45,Jack Ryan,(2018– ),8.1,72893,14,60,"Action, Drama, Thriller",John Krasinski,"Wendell Pierce, John Hoogenakker, Abbie Cornish, none"
46,American Crime Story,(2016– ),8.4,72194,14,42,"Biography, Crime, Drama",Sarah Paulson,"Annaleigh Ashford, Sterling K. Brown, Kenneth Choi, none"
47,Agente Carter da Marvel,(2015–2016),7.9,68721,none,42,"Action, Adventure, Sci-Fi",Hayley Atwell,"James D'Arcy, Enver Gjokaj, Chad Michael Murray, none"
48,Designated Survivor,(2016–2019),7.6,67432,16,60,"Action, Drama, Mystery",Kiefer Sutherland,"Adan Canto, Italia Ricci, Kal Penn, none"
49,Deuses Americanos,(2017– ),7.9,67206,18,60,"Drama, Fantasy, Mystery",Ricky Whittle,"Emily Browning, Crispin Glover, Yetide Badaki, none"
50,The Sinner,(2017– ),8.0,65360,16,45,"Crime, Drama, Mystery",Bill Pullman,"Dohn Norwood, Jessica Biel, Christopher Abbott, none"
51,Jogos Sagrados,(2018– ),8.8,63429,18,50,"Action, Crime, Drama",Saif Ali Khan,"Nawazuddin Siddiqui, Neeraj Kabi, Aamir Bashir, none"
52,O Gerente da Noite,(2016),8.1,62991,none,358,"Crime, Drama, Mystery",Hugh Laurie,"Tom Hiddleston, Elizabeth Debicki, Olivia Colman, none"
53,Preacher,(2016–2019),8.0,62753,16,60,"Adventure, Drama, Fantasy",Dominic Cooper,"Joseph Gilgun, Ruth Negga, Ian Colletti, none"
54,Ponto Cego,(2015– ),7.4,62275,14,42,"Action, Crime, Drama",Sullivan Stapleton,"Jaimie Alexander, Rob Brown, Audrey Esparza, none"
55,Perdidos no Espaço,(2018– ),7.2,62256,14,60,"Adventure, Drama, Family",Molly Parker,"Toby Stephens, Maxwell Jenkins, Taylor Russell, none"
56,Ash vs Evil Dead,(2015–2018),8.5,60260,18,30,"Action, Comedy, Fantasy",Bruce Campbell,"Ray Santiago, Dana DeLorenzo, Lucy Lawless, none"
57,Billions,(2016– ),8.4,60218,16,60,Drama,Paul Giamatti,"Damian Lewis, Maggie Siff, David Costabile, none"
58,Master of None,(2015– ),8.3,60156,16,30,Comedy,Aziz Ansari,"Eric Wareheim, Lena Waithe, Noël Wells, none"
59,Killing Eve,(2018– ),8.3,59680,18,42,"Action, Adventure, Drama",Sandra Oh,"Jodie Comer, Fiona Shaw, Kim Bodnia, none"
60,O Último Reino,(2015– ),8.3,58977,14,60,"Action, Drama, History",Alexander Dreymon,"Ian Hart, David Dawson, Eliza Butterworth, none"
61,Maravilhosa Sra. Maisel,(2017– ),8.8,58691,none,57,"Comedy, Drama",Rachel Brosnahan,"Michael Zegen, Marin Hinkle, Tony Shalhoub, none"
62,Limitless,(2015–2016),7.7,58554,none,42,"Comedy, Crime, Drama",Jake McDorman,"Jennifer Carpenter, Hill Harper, Mary Elizabeth Mastrantonio, none"
63,Unbreakable Kimmy Schmidt,(2015–2019),7.7,58241,none,30,"Comedy, Drama",Ellie Kemper,"Jane Krakowski, Tituss Burgess, Carol Kane, none"
64,The Grand Tour,(2016– ),8.7,57888,none,60,"Comedy, Talk-Show",Jeremy Clarkson,"James May, Richard Hammond, Abbie Eaton, none"
65,O Mundo Sombrio de Sabrina,(2018– ),7.7,56785,16,60,"Drama, Fantasy, Horror",Kiernan Shipka,"Ross Lynch, Lucy Davis, Chance Perdomo, none"
66,iZombie,(2015–2019),7.9,56749,none,42,"Comedy, Crime, Drama",Rose McIver,"Malcolm Goodwin, Rahul Kohli, Robert Buckley, none"
67,Quantico,(2015–2018),6.7,55515,none,42,"Crime, Drama, Mystery",Priyanka Chopra,"Jake McLaughlin, Johanna Braddy, Aunjanue Ellis, none"
68,Fleabag,(2016–2019),8.7,53981,16,27,"Comedy, Drama",Phoebe Waller-Bridge,"Sian Clifford, Olivia Colman, Jenny Rainsford, none"
69,The Orville,(2017– ),8.0,52998,none,44,"Adventure, Comedy, Drama",Seth MacFarlane,"Adrianne Palicki, Penny Johnson Jerald, Scott Grimes, none"
70,Titãs,(I) (2018– ),7.9,52334,18,45,"Action, Adventure, Crime",Brenton Thwaites,"Teagan Croft, Anna Diop, Ryan Potter, none"
71,Boneca Russa,(2019– ),7.9,51917,16,30,"Adventure, Comedy, Drama",Natasha Lyonne,"Charlie Barnett, Greta Lee, Elizabeth Ashley, none"
72,Watchmen,(2019– ),8.0,51771,16,60,"Action, Drama, Mystery",Regina King,"Yahya Abdul-Mateen II, Tom Mison, Sara Vickers, none"
73,As Crônicas de Shannara,(2016–2017),7.2,51563,none,42,"Adventure, Fantasy, Sci-Fi",Austin Butler,"Ivana Baquero, Manu Bennett, Aaron Jakubenko, none"
74,Santa Clarita Diet,(2017–2019),7.8,50990,16,30,"Comedy, Horror",Drew Barrymore,"Timothy Olyphant, Liv Hewson, Skyler Gisondo, none"
75,The Good Doctor: O Bom Doutor,(2017– ),8.2,50807,12,41,Drama,Freddie Highmore,"Nicholas Gonzalez, Antonia Thomas, Hill Harper, none"
76,O Último Cara da Terra,(2015–2018),7.3,49861,none,22,"Action, Comedy, Drama",Will Forte,"January Jones, Cleopatra Coleman, Kristen Schaal, none"
77,Wayward Pines,(2015–2016),7.4,49845,14,60,"Drama, Mystery, Sci-Fi",Siobhan Fallon Hogan,"Toby Jones, Shannyn Sossamon, Hope Davis, none"
78,Lemony Snicket: Desventuras em Série,(2017–2019),7.8,49260,12,50,"Adventure, Comedy, Drama",Neil Patrick Harris,"Patrick Warburton, Malina Weissman, Louis Hynes, none"
79,Caçadores de Sombras,(2016–2019),6.6,48052,none,42,"Action, Drama, Fantasy",Katherine McNamara,"Dominic Sherwood, Alberto Rosende, Matthew Daddario, none"
80,Twin Peaks: O Retorno,(2017),8.5,47934,16,60,"Crime, Drama, Fantasy",Kyle MacLachlan,"Sheryl Lee, Michael Horse, Chrysta Bell, none"
81,Atypical,(2017– ),8.3,47451,14,30,"Comedy, Drama",Jennifer Jason Leigh,"Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport, none"
82,After Life,(2019– ),8.4,46708,none,30,"Comedy, Drama",Ricky Gervais,"Tom Basden, Tony Way, Diane Morgan, none"
83,Big Mouth,(2017– ),8.0,45170,16,30,"Animation, Comedy, Romance",Nick Kroll,"John Mulaney, Jessi Klein, Jenny Slate, none"
84,Atlanta,(2016– ),8.6,43567,18,30,"Comedy, Drama, Music",Donald Glover,"Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz, none"
85,Manhunt,(II) (2017– ),8.1,41588,none,60,"Crime, Drama",Sam Worthington,"Jeremy Bobb, Ben Weber, Chris Noth, none"
86,Narcos: Mexico,(2018– ),8.4,41386,none,50,"Crime, Drama",Diego Luna,"Scoot McNairy, Teresa Ruiz, Michael Peña, none"
87,Bloodline,(2015–2017),8.0,40223,none,60,"Drama, Thriller",Kyle Chandler,"Ben Mendelsohn, Linda Cardellini, Sissy Spacek, none"
88,Travelers,(2016–2018),8.1,39495,none,45,"Drama, Mystery, Sci-Fi",Eric McCormack,"MacKenzie Porter, Nesta Cooper, Jared Abrahamson, none"
89,Cobra Kai,(2018– ),8.8,38233,16,30,"Action, Comedy, Drama",Xolo Maridueña,"Ralph Macchio, William Zabka, Courtney Henggeler, none"
90,Escola de Magia,(2015– ),7.6,38197,none,60,"Drama, Fantasy, Mystery",Jason Ralph,"Stella Maeve, Hale Appleman, Arjun Gupta, none"
91,Into the Badlands,(2015–2019),8.0,37974,none,42,"Action, Adventure, Drama",Daniel Wu,"Orla Brady, Emily Beecham, Aramis Knight, none"
92,Dirk Gently's Holistic Detective Agency,(2016–2017),8.3,37624,14,60,"Action, Adventure, Comedy",Samuel Barnett,"Elijah Wood, Hannah Marks, Jade Eshete, none"
93,12 Macacos,(2015–2018),7.7,37310,none,42,"Adventure, Drama, Mystery",Aaron Stanford,"Amanda Schull, Noah Bean, Barbara Sukowa, none"
94,Dark Matter,(2015–2017),7.5,36869,none,42,"Adventure, Drama, Mystery",Melissa O'Neil,"Anthony Lemke, Alex Mallari Jr., Jodelle Ferland, none"
95,(Des)encanto,(2018– ),7.2,36468,14,30,"Animation, Action, Adventure",Abbi Jacobson,"Eric André, Nat Faxon, John DiMaggio, none"
96,Empire: Fama e Poder,(2015– ),7.4,36446,14,42,"Drama, Music",Terrence Howard,"Taraji P. Henson, Jussie Smollett, Bryshere Y. Gray, none"
97,GLOW,(2017– ),8.0,35664,16,35,"Comedy, Drama, Sport",Alison Brie,"Marc Maron, Betty Gilpin, Britt Baron, none"
98,Ballers,(2015–2019),7.6,35205,16,30,"Comedy, Drama, Sport",Dwayne Johnson,"John David Washington, Omar Benson Miller, Donovan W. Carter, none"
99,O Mecanismo,(2018– ),8.5,34701,16,41,"Crime, Drama, Thriller",Caroline Abras,"Selton Mello, Enrique Diaz, Jonathan Haagensen, none"
100,Euphoria,(2019– ),8.4,34399,16,55,Drama,Zendaya,"Maude Apatow, Angus Cloud, Eric Dane, none"
101,Máquina Mortífera,(2016–2019),7.9,33536,none,44,"Action, Comedy, Crime",Damon Wayans,"Keesha Sharp, Kevin Rahm, Michelle Mitchenor, none"
102,Humans,(2015–2018),8.0,33506,none,42,"Drama, Sci-Fi",Katherine Parkinson,"Gemma Chan, Lucy Carless, Tom Goodman-Hill, none"
103,Love,(2016–2018),7.7,33340,none,50,"Comedy, Drama, Romance",Gillian Jacobs,"Paul Rust, Claudia O'Doherty, Mike Mitchell, none"
104,Barry,(2018– ),8.3,33127,16,30,"Action, Comedy, Crime",Bill Hader,"Stephen Root, Sarah Goldberg, Anthony Carrigan, none"
105,Timeless,(2016–2018),7.7,32751,none,60,"Action, Adventure, Drama",Abigail Spencer,"Matt Lanter, Malcolm Barrett, Paterson Joseph, none"
106,Scream Queens,(2015–2016),7.1,32459,16,45,"Comedy, Horror, Mystery",Emma Roberts,"Lea Michele, Abigail Breslin, Keke Palmer, none"
107,The Terror,(2018– ),8.0,32304,16,60,"Adventure, Drama, History",Jared Harris,"Derek Mio, Tobias Menzies, Kiki Sukezane, none"
108,Carnival Row,(2019– ),8.0,32203,none,56,"Crime, Drama, Fantasy",Orlando Bloom,"Cara Delevingne, Simon McBurney, Tamzin Merchant, none"
109,Castle Rock,(2018– ),7.6,31890,16,60,"Drama, Fantasy, Horror",Bill Skarsgård,"André Holland, Melanie Lynskey, Jane Levy, none"
110,Grace and Frankie,(2015– ),8.3,31532,none,30,Comedy,Jane Fonda,"Lily Tomlin, Sam Waterston, Martin Sheen, none"
111,Pânico: A Série de TV,(2015– ),7.2,31506,16,45,"Crime, Drama, Horror",Willa Fitzgerald,"Bex Taylor-Klaus, John Karna, Carlson Young, none"
112,O Alienista,(2018),7.7,31198,16,60,"Drama, Mystery",Daniel Brühl,"Dakota Fanning, Luke Evans, Brian Geraghty, none"
113,Disque Amiga para Matar,(2019– ),8.1,30619,16,30,"Comedy, Drama",Christina Applegate,"Linda Cardellini, James Marsden, Max Jenkins, none"
114,The Young Pope,(2016),8.4,30512,none,546,Drama,Jude Law,"Diane Keaton, Silvio Orlando, Javier Cámara, none"
115,O Rancho,(2016– ),7.5,29173,14,30,"Comedy, Drama, Western",Ashton Kutcher,"Sam Elliott, Grady Lee Richmond, Elisha Cuthbert, none"
116,Goliath,(2016– ),8.2,29121,none,60,Drama,Billy Bob Thornton,"Tania Raymonde, Nina Arianda, Diana Hopper, none"
117,The Gifted,(2017–2019),7.4,28849,none,43,"Action, Drama, Fantasy",Stephen Moyer,"Amy Acker, Sean Teale, Natalie Alyn Lind, none"
118,Feliz!,(2017–2019),8.3,28628,18,60,"Action, Comedy, Crime",Christopher Meloni,"Ritchie Coster, Lili Mirojnick, Patton Oswalt, none"
119,O Atirador,(2016–2018),7.5,28071,none,60,"Action, Drama",Ryan Phillippe,"Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps, none"
120,Jovem Sheldon,(2017– ),7.3,27220,none,30,Comedy,Iain Armitage,"Zoe Perry, Lance Barber, Montana Jordan, none"
121,Final Space,(2018– ),8.4,27139,16,30,"Animation, Action, Adventure",Fred Armisen,"Tom Kenny, Olan Rogers, Tika Sumpter, none"
122,Castlevania,(2017– ),8.1,26932,16,23,"Animation, Action, Adventure",Richard Armitage,"James Callis, Graham McTavish, Alejandra Reynoso, none"
123,O Último Guardião,(2018– ),7.0,26889,14,40,"Action, Fantasy, Sci-Fi",Çagatay Ulusoy,"Hazar Ergüçlü, Okan Yalabik, Ayça Aysin Turan, none"
124,Colony,(2016–2018),7.4,26623,none,42,"Action, Adventure, Drama",Josh Holloway,"Sarah Wayne Callies, Peter Jacobson, Tory Kittles, none"
125,See,(2019– ),7.6,26268,none,60,"Action, Drama, Sci-Fi",Jason Momoa,"Sylvia Hoeks, Hera Hilmar, Christian Camargo, none"
126,Sneaky Pete,(2015–2019),8.2,26126,none,60,"Crime, Drama",Giovanni Ribisi,"Marin Ireland, Shane McRae, Libe Barer, none"
127,Elite,(2018– ),7.6,25753,18,60,"Crime, Drama, Thriller",Itzan Escamilla,"Miguel Bernardeau, Álvaro Rico, Arón Piper, none"
128,His Dark Materials: Fronteiras do Universo,(2019– ),8.0,25580,16,60,"Adventure, Drama, Family",Dafne Keen,"Kit Connor, Amir Wilson, Andrew Scott, none"
129,Skam,(2015–2017),8.7,24955,none,30,"Drama, Romance",Josefine Frida Pettersen,"Lisa Teige, Iman Meskini, Ulrikke Falch, none"
130,Schitt's Creek,(2015– ),8.3,24403,none,22,Comedy,Eugene Levy,"Catherine O'Hara, Dan Levy, Annie Murphy, none"
131,Vândalo Americano,(2017–2018),8.2,24089,16,34,"Comedy, Crime, Drama",Tyler Alvarez,"Griffin Gluck, Jimmy Tatro, Travis Tope, none"
132,Safe,(2018),7.3,24034,16,60,"Drama, Mystery",Michael C. Hall,"Amy James-Kelly, Amanda Abbington, Freddie Thorp, none"
133,The Rain,(I) (2018– ),6.3,23716,16,45,"Sci-Fi, Thriller",Alba August,"Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard, Lukas Løkken, none"
134,F Is for Family,(2015– ),8.0,23682,16,30,"Animation, Comedy, Drama",Bill Burr,"Laura Dern, Justin Long, Debi Derryberry, none"
135,O Exorcista,(2016–2018),8.1,23169,none,45,"Drama, Horror, Mystery",Alfonso Herrera,"Ben Daniels, Kurt Egyiawan, Hannah Kasulka, none"
136,Poldark - Herói de Guerra,(2015– ),8.3,22863,14,60,"Drama, History, Romance",Aidan Turner,"Eleanor Tomlinson, Jack Farthing, Beatie Edney, none"
137,Fuller House,(2016– ),6.8,22572,none,30,"Comedy, Family",Candace Cameron Bure,"Jodie Sweetin, Andrea Barber, Michael Campion, none"
138,Boku no hîrô akademia,(2016– ),8.5,22257,12,24,"Animation, Action, Adventure",Daiki Yamashita,"Justin Briner, Nobuhiko Okamoto, Clifford Chapin, none"
139,Good Girls,(2018– ),7.9,22122,14,43,"Comedy, Crime, Drama",Christina Hendricks,"Retta, Mae Whitman, Reno Wilson, none"
140,Patrulha do Destino,(2019– ),8.0,22032,none,60,"Action, Adventure, Comedy",Diane Guerrero,"April Bowlby, Alan Tudyk, Matt Bomer, none"
141,The Deuce,(2017–2019),8.1,21418,16,60,Drama,James Franco,"Maggie Gyllenhaal, Lawrence Gilliard Jr., Margarita Levieva, none"
142,Mirzapur,(2018– ),8.5,21364,none,60,"Action, Crime, Drama",Pankaj Tripathi,"Ali Fazal, Vikrant Massey, Divyendu Sharma, none"
143,Batwoman,(2019– ),3.4,21287,none,45,"Action, Adventure, Crime",Ruby Rose,"Camrus Johnson, Rachel Skarsten, Meagan Tandy, none"
144,Wet Hot American Summer: First Day of Camp,(2015),7.4,21245,14,30,Comedy,Marguerite Moreau,"Zak Orth, Paul Rudd, Michael Showalter, none"
145,A Descoberta das Bruxas,(2018– ),8.1,21030,none,60,"Drama, Fantasy, Romance",Matthew Goode,"Teresa Palmer, Valarie Pettiford, Malin Buska, none"
146,Inside Look: The People v. O.J. Simpson - American Crime Story,(2016),8.4,20809,none,5,"Documentary, Short",Sarah Paulson,"Brad Simpson, Sterling K. Brown, Nina Jacobson, none"
147,The Morning Show,(I) (2019– ),8.4,20703,16,60,Drama,Jennifer Aniston,"Reese Witherspoon, Billy Crudup, Mark Duplass, none"
148,Animal Kingdom,(2016– ),8.2,20554,14,60,"Crime, Drama",Ellen Barkin,"Shawn Hatosy, Ben Robson, Jake Weary, none"
149,Fresh Off the Boat,(2015– ),7.8,20452,none,22,Comedy,Randall Park,"Constance Wu, Hudson Yang, Forrest Wheeler, none"
150,Outra Vida,(2019– ),4.9,20283,16,43,"Adventure, Drama, Mystery",Katee Sackhoff,"Blu Hunt, Samuel Anderson, A.J. Rivera, none"
151,Vinyl,(2016),7.8,20276,none,60,"Drama, Music",Bobby Cannavale,"Paul Ben-Victor, P.J. Byrne, Max Casella, none"
152,Zoo,(2015–2017),6.8,20253,none,42,"Drama, Mystery, Sci-Fi",James Wolk,"Kristen Connolly, Nonso Anozie, Billy Burke, none"
153,Cara Gente Branca,(2017– ),6.2,20100,16,30,"Comedy, Drama",Logan Browning,"Brandon P Bell, DeRon Horton, Antoinette Robertson, none"
154,Victoria,(2016– ),8.2,19969,none,60,"Biography, Drama, History",Jenna Coleman,"Adrian Schiller, Jordan Waller, Tommy Knight, none"
155,The Get Down,(2016–2017),8.3,19968,16,52,"Drama, Music, Musical",Justice Smith,"Shameik Moore, Herizen F. Guardiola, Skylan Brooks, none"
156,Dragon Ball Super,(2015–2018),8.4,19948,none,24,"Animation, Action, Adventure",Masako Nozawa,"Naoki Tatsuta, Ryô Horikawa, Sean Schemmel, none"
157,Boku dake ga inai machi,(2016),8.5,19848,none,30,"Animation, Drama, Fantasy",Ben Diskin,"Shinnosuke Mitsushima, Michelle Ruff, Minami Takayama, none"
158,O Nevoeiro,(2017),5.4,19832,none,42,"Drama, Horror, Sci-Fi",Morgan Spector,"Alyssa Sutherland, Gus Birney, Danica Curcic, none"
159,Insaciável,(2018– ),6.6,19626,none,45,"Comedy, Drama, Thriller",Dallas Roberts,"Debby Ryan, Christopher Gorham, Kimmy Shields, none"
160,Anne with an E,(2017–2019),8.6,19548,12,60,Drama,Amybeth McNulty,"Geraldine James, R.H. Thomson, Dalila Bela, none"
161,Succession,(2018– ),8.4,19338,16,60,Drama,Hiam Abbass,"Nicholas Braun, Brian Cox, Kieran Culkin, none"
162,Fugitivos da Marvel,(2017–2019),7.1,19210,none,60,"Action, Drama, Sci-Fi",Rhenzy Feliz,"Lyrica Okano, Virginia Gardner, Ariela Barer, none"
163,Agentes Espaciais,(2015–2019),7.2,19055,12,42,"Action, Adventure, Sci-Fi",Hannah John-Kamen,"Aaron Ashmore, Luke Macfarlane, Tamsen McDonough, none"
164,College Romance,(2018– ),9.2,19002,none,30,"Comedy, Drama, Romance",Manjot Singh,"Apoorva Arora, Keshav Sadhna, Hira Ashar, none"
165,Vice Principals,(2016–2018),8.0,18831,none,30,Comedy,Danny McBride,"Walton Goggins, Sheaun McKinney, Georgia King, none"
166,3%,(2016– ),7.4,18517,16,49,"Action, Drama, Sci-Fi",Bianca Comparato,"Vaneza Oliveira, Rodolfo Valente, Zezé Motta, none"
167,Raio Negro,(2018– ),6.2,18486,16,43,"Action, Drama, Sci-Fi",Cress Williams,"China Anne McClain, Nafessa Williams, Christine Adams, none"
168,Cara x Cara,(2019– ),7.3,18319,none,26,"Comedy, Drama",Paul Rudd,"Aisling Bea, Desmin Borges, Karen Pittman, none"
169,Fortitude,(2015–2018),7.4,18284,none,60,"Drama, Horror, Mystery",Richard Dormer,"Björn Hlynur Haraldsson, Sienna Guillory, Mia Jexen, none"
170,O Método Kominsky,(2018– ),8.2,18259,14,30,Comedy,Michael Douglas,"Alan Arkin, Sarah Baker, Nancy Travis, none"
171,Counterpart,(2017–2019),8.1,18107,none,60,"Drama, Sci-Fi, Thriller",J.K. Simmons,"Olivia Williams, Harry Lloyd, Nazanin Boniadi, none"
172,Superstore: Uma Loja de Inconveniências,(2015– ),7.8,17703,none,22,Comedy,America Ferrera,"Ben Feldman, Lauren Ash, Colton Dunn, none"
173,Marcella,(2016– ),7.4,17416,none,45,"Crime, Drama, Mystery",Anna Friel,"Ray Panthaki, Jack Doolan, Jamie Bamber, none"
174,Outcast,(2016–2017),7.4,17322,none,60,"Drama, Horror",Patrick Fugit,"Philip Glenister, Wrenn Schmidt, Reg E. Cathey, none"
175,Manifest: O Mistério do Voo 828,(2018– ),7.2,17069,none,43,"Drama, Mystery",Melissa Roxburgh,"Josh Dallas, J.R. Ramirez, Luna Blaise, none"
